author	comment	vote
蓝色的椰子	就冲剪寸头、满脸血和泥的造型能看出易烊千玺想成为好演员的认真和诚意，不敢相信片中的“小混混”是给人乖乖形象的易烊千玺，和影后周冬雨对戏也完全不输，同《长安十二时辰》的李必又完全不一样，易烊千玺选片一如既往的冒险，但不可否认他交出的答卷依然很漂亮，演员这个身份，易烊千玺算是彻底立住了	297
Mr. Infamous	曾国祥太绝了，周冬雨与易烊千玺也是。全程有种被勒住脖子的感觉。魏莱是黑暗的，郑易是无力的，想要陈念如此艰难，北山却要被删掉，名字的隐喻绝望透了。残破的生活里，人跟人生生死死地暖过一回，竟是这样烈。说是少年心性，叹的也是我们再也不见的奋不顾身。看阳光贴在脸上，二人静默无言地哭哭笑笑，愈发觉得人间的不堪。痛恨欺凌者，痛恨高高在上的女警，也痛恨同场影院不被呵斥就一直在嬉笑的那几个女孩，这世界的同理心，从来是个稀罕物。希望更多人，尤其是中小学生看到这电影，但更希望，没有人需要感同身受，至少我们经历过的残酷，到此为止。似乎能察觉到撤档后，修改的是什么。最后，看到卢凯彤的名字了，而开头的胡小蝶，也是蝶一样从高楼下坠。唉。	245
九木	希望我们的生活中没有校园暴力	274
	易烊千玺眼神里充满故事，演技很赞，电影无论是故事情节还是流露的感情以及细节都很棒，电影很棒。	291
S.Tennyson	平平无奇，力道不足。花了一个小时铺垫互为救赎的故事，但中途忽然掺杂了高考的激昂向上和教育歌颂，冲淡了原本的灰色背景，整部片子的情感都变得尴尬起来，只有你能保护我的说辞也变得缺乏说服力。不仅不如《狗十三》，甚至还不及去年的《过春天》，不是曾国祥的良好发挥。	119
你猜	不要觉得易烊千玺是流量明星就轻视他的实力，不要觉得周冬雨只会演精灵古怪的角色，不要因为曾国祥导演还年轻就质疑他的能力，感谢剧组所有的工作人员演员，让我看到了一部这么动人心魄的好电影	291
试遣	希望在你最黑暗的时刻，有人拉你一把。千玺演出了小北的痞，小北的哀伤和无奈，很惊喜。	266
Sugar	小北是一个生活在阴暗里的人，他的世界里充满了一场场的打架，血腥。他在反抗那些污蔑与肮脏，反抗周遭的一切异样眼光。他看似一切都不在乎，看似冷漠又云淡风轻，是因为他不知经历了多少个那样的黄昏，火车呼啸而过，传来烤面包的香气。然后他遇见了陈念，他们成为了彼此的救赎。小北其实是温柔的，从他保护陈念和告诉她“你太干净了”就知道他是一个温柔的人。他的叛逆只是为了保护自己。	282
盐粗	所以为什么好的演员和好的团队要去选一部抄袭作品？？？这部片子拍的再好也上不了台面，心疼易烊千玺，主创宣传都没发	63
宋雯婷	题材很有价值，演员很卖力，但电影本身，我不喜欢。原因如下：1人物太扁平，反派为了霸凌而霸凌，整个故事人的光彩出在念北二人否认事实的行动中；2情节太冒进，比如说二人相识以及第一次亲嘴的情节，施暴者的武力值极其不稳定，没有可信度，全片有很多类似生硬之处，明显是先有骨架再塞筋肉，有很多地方骨肉还没有长好；3特写太多。一部自信的电影，不会有这么多特写，更不会有这么多眼泪，参考《海边的曼彻斯特》。另外说一下演员的表演，俩主演水准很高，配角则除了吴越之外基本翻车；但个人审美我不太喜欢冬雨这次的表演，没有任何技术问题，只是哭太多了，就显得处理得重和重；相反，片中她母亲吴越的表演处理基本是笑着演的，倒演出了人对于苦难的适应；重点夸一下四字，比他长安演得更好，稳、活，自身的气质跟角色气质熨贴，喜欢。	92
老袁	刚开始有点难以进入，看到后来哭到头肿。怎么会那么矫情，那么感人，那么好哭啊！	152
后自愈	曾国祥太会拍故事和人物了。他依然发挥了在《七月与安生》中的长处，即便不停的穿插闪回和倒叙也丝毫不显杂乱。欺凌之外，最重要也是最戳中我的一点是，他拍出了两个孤独灵魂的碰撞，两个孤立无援人生的互相拯救。在处理文本的同时，曾国祥也留下了一些个人风格，陈念和小北两个人那段很快乐的时光很大程度上是通过影像传达出来的，不管是灯光的运用还是不断的特写，都能够感受到影片对两个人小心翼翼的保护和温柔。陈念去监狱探望小北那场戏，两个人一句台词都没有，无声胜有声。我在银幕外也哭的泣不成声。	165
唐宋	易烊千玺演的真好，演出了一种难能可贵的少年感。每个人的青春其实除了事后回忆的美好，我们身处其中的时候，感受到的是一种不确定的痛苦与挣扎。少儿总是扮老成，去反抗，去保护，保护的是别人，其实也是心里留下的那个美好。对待这种电影，审的人完全可以自信一些，电影从来不是杀人刀，也不是草庐高堂上闪着金光的布景，应该允许电影展现一些现实的粗粝与真实。最后，谢谢攒出这部电影的人，看到年轻的电影人在成长，特别好。	262
我爱五三	你保护世界，我保护你。	236
豆豆	好感动	240
火火火的北京	电影最好的地方，在于揭示真实世界的背后，不忘记给你一阵暖意。世界还是如此美好，四字弟弟优秀，冬雨有自己的美	254
不吃晚饭	你快赢，好不好。	250
文森Vincent	整体高于预期，但《少年的你》仍旧是和《嘉年华》一样过于仰仗社会话题和演员表演推动观影情绪的作品，并且视听风格实际没有《嘉年华》那么完整流畅和统一。影片就青春和校园暴力间的论述也挺模糊的，导演和编剧所做的处理，无非是不断地累加戏剧性的冲突和表演，以达到使观众完全进入一种无法客观化的激进的批判状态。后半段添油加醋、自我感动的设计简直不要太多。★★★	66
_4444x_	超级期待四字弟弟的首部电影鸭～	235
怀璧不予	看完电影走出来，等电梯的时候跟男友聊剧情，他对我说：“遇到什么事一定要告诉我，我会保护你的。”我看着他说：“你也一样，我也会保护你。”	121
朝阳区陆依萍	不想做任何评价，霸凌的人就应该去死！	200
谢谢你们的鱼	这当然是一部教育部会害怕的电影，因为反霸凌的背后是一种真正的反叛精神，一种对于成人世界的不信任，这也才是少年的本质所在。毫不夸张地说，本片是林岭东《学校风云》之后最好的讲述残酷青春的华语电影，那种力量，那种残酷感，那种即使遭遇删改依然汹涌的深刻，都让人对所有主创肃然起敬。70年之际，大部分电影都在讲述着这个世界为何会好成这样，只有本片和《过春天》在解释这个世界为什么没有这么好，所以，它们才更有存在的意义，希望本片可以让某些人最后一次袖手旁观，鼓起勇气向这个世界的黑暗发起反抗。电影的力量不止于此，你的力量也不仅于此。	125
晓勇	可以，好看	226
(๑･傻傻･๑)	金马影后一点都不担心，很棒，易烊千玺属于厚积薄发型的演员，两个人表演很棒！成片效果超级好，太期待他以后的角色了，可塑性挺强，绝对值得看，剧情不透露了，最后希望每一个曾遭受过校园霸凌暴力对待的孩子都能得到救赎。	241
独家记忆	易烊千玺和周冬雨简直就是小北和陈念本身角色演绎得太精彩了特别是易烊千玺完全不敢想象这是他未经任何专业训练担纲的第一部男主电影很多微表情都表达得太到位太有感染力了真的完全颠覆了我对流量的看法整部电影很有教育意义非常值得一看！	244
哈哈哈	东野圭吾的书迷在滴血，抄袭抄的明目张胆	51
无敌小仙女	我自己就是校园暴力的受害者，被随意欺负，所有人都不把我当人看，书桌椅子全部四分五裂，上个厕所回来，书永远都是被扔到各种地方，最后被逼的初中都没上完就回来了。所以我就很喜欢看这种题材的小说，悲伤逆流成河，少年的你我都看过好多遍小说边看边哭😭。2部电影也都拍的挺好的，只想让更多人意识到校园暴力的严重性。	228
银谷	易烊千玺很强，周冬雨更强，简直开挂！人物情绪张力十足的快要从电影屏幕里爆出来的，两个人的对手戏看的太过瘾了，被故事打动到了，出了电影院一下子都不能回神。	175
打碟鸡	刚刚看完首映场出来的，第一次被两个人这种相互依靠的感情感动到，想到我以前小学同学因为长的胖被大家歧视，那时候我没有像大家一样讨厌那个女同学，但是也没有去帮助她，而是一旁默默看着，看完这部电影其实心里还挺后悔的。不知道那个女同学怎么样了，也在想如果当时我对她散发一点善意她会不会有不一样的人生，校园暴力永远存在，如何去帮助受伤害的同学才是我们要探讨的话题，希望能引起大家的重视	228
流浪者	关于青春，关于校园暴力	226
melaniejng99	易烊千玺加油！	206
阿丘诶	从刚开始就不值得	49
alain.proust	看到两种表现和反思对少年的恶的方式：一是直给暴力场面，二是以表现少年的爱来反衬。阅卷场景竟然（在某种可能相反的意义上）有点《华盛顿邮报》的感觉，全片对高考相关镜头的处理其实是暧昧的，并非猛烈抨击，也绝非赞颂，在整齐划一中分割出一个陈念（想想刚开始她的那句“我们这里不交朋友”），她的反抗是以最大的力量融入它直至超越它来实现的，因此这反抗是积极的。ps.魏莱真的不是吴磊演的吗？	132
小函BB	“你保护世界，我保护你”我的小北陈念谢谢你在十月的末尾来见我	228
凹凸	《悲伤逆流成河》配不上和当不起的，《少年的你》都做到了，且远远不止于此。即便已经历删减，仍能看到它的批判是如此尖锐。	134
派大星去哪了	能上映就不容易棒！主演们都很棒啊值得看	213
迦南Canaan	其实本质依旧是个白夜行版三流爱情故事，但完成的情绪非常到位。后来想了想这可能是个更适合娄烨的故事，稍微磨损掉了一些锋芒，但依旧是值得赞扬的。电影之中对众多议题进行了大胆且模棱两可的描写，我最喜欢的一个镜头，就是陈念身处高考考场，滂沱大雨之后隔着玻璃窗户望过去，陈念穿着的蓝白条纹的衣服在大雨的冲刷之后看上去就像一身囚服。这暗示了陈念一念之差铸成的大错，更暗示了高考和学校的牢笼。这种态度在大陆的大银幕上出现，实在是太震撼了。另外这部电影和周冬雨与易烊千玺相互成就，周冬雨太厉害了太会演了，四字闭嘴惊艳就对了。	86
康报虹	心如死灰的胡小碟对着镜头质问（观众）：“他们一直在欺负我，你们为什么不做点什么？”是啊，为什么我们从来没为他们做点什么呢？哪怕只是不再缄默。我们不是凌霸者（你最好不是），也不是受害者（希望你不是），但却是沉默的大多数。摄影师余静萍将晃动的镜头摇向这个不被关注的世界，藏在昏暗街道、破败一隅的世界，被原生家庭扭曲的世界，黑暗的世界，偶尔有微光闪耀的世界，一个真实的世界。这世界游离于日常生活和灰色领域的边界，离我们那么远，又那么近。凌厉的剪辑中，陈念和小北的面孔渐渐重合，混杂着伤与泪的少年面孔上有了光亮——这是最糟糕的世界，也是最好的结局。这句话同样适用于这部电影曲折的上映过程。能看到羽翼残缺的电影，是幸运的，因为有温度的电影不会受冷遇，有态度的电影不会被漠视，自由的电影总能冲破牢笼。	171
支离疏	要平庸的导演拍，可能就会朝悬疑+青春+爱情的路数上迷而不返了，中间加些校园欺凌的点缀，然后宣传上又打着社会意义三观正确牌。而这部电影的好，就在于细碎而精准地描摹出整个欺凌现象的生态，青春共鸣与爱情感动是在这个生态中艰难地、有耐心地萌发的，没有割裂，而是交融，所以五味杂陈。剪辑太好了，频繁的跳跃却几乎没有无用镜头，信息的传达点到即止，大量闪回交替，决不拖泥带水。虽然最后的部分略显拖沓，个人以为在监狱相逢那一幕就结束比较好，不过两人演这么好，搁着谁也难下狠心剪去。	130
蛋挞一口吃俩	东野圭吾精选集🤗	43
iceland	小北哥	200
爱吃火锅	黑暗中总有一个人给你希望给你光明，有点温暖的片子。有青春，有成长，有爱情，有人性，能引起社会关注校园暴力和青少年心理健康，很有意义的一部电影，希望世界都是善良温暖的人。主角易烊千玺周冬雨演技也都很不错，尤其易烊千玺表现让人很意外，着实亮眼。	212
银杏猫	看到未来的小北还在身后保护着陈念心中的压抑的苦闷得到了一些安慰救赎?说不出心中的到的是个什么感觉就是感觉意难平我现在脑子乱乱的只想哭😭	203
原	是让少女脸红心跳的少年	191
昵称酱	一部建立在原著抄袭融梗之上的电影，看似说着校园霸凌的问题，实际干着霸凌原创的事，虚伪至极	38
Xxxxx-yee	你保护世界，我们保护你！	182
千里起解	晚上去看！激动的不行了	200
小错君	易烊千玺第一部电影表现实在亮眼。但故事实在是太差了，就算是抄袭融梗了那么多的作品，依旧是那么的差。对不起，我为抄袭者送钱了。	46
熵减	媚俗耍酷。演技还行加一星	46
一点点喜欢	电影比我想象中的要好看很多，或许每个人都能在电影里看到曾经的自己，不一定是主角，在配角身上也有青春的痕迹。	191
Only	生活中除了黑暗更多的是光	194
怀特慕斯糖	其实一直不喜欢看青春片，不管是压抑现实向还是甜蜜恋爱，但不得不说少年的你确实是一部好片，团队很强，演员也很不错	213
断点。	刚看完九点场，很早之前就对这部电影抱有期待，今天果然是完成了心愿。想说一下感受吧，这个电影的辐射范围很广，反映现实，涉及高考以及原生家庭和青少年心理健康等问题，两个少年，彼此相识，跌跌撞撞，相互救赎，互为彼此的希望和依靠，他们只有彼此也只信任彼此，我真的有被这种真挚又单纯的情感感动到落泪，男女主的表演也十分精彩，很戳人很挖心，他们就是我心中小北和陈念的最佳人选了，希望所有人无论多么艰难都不要失去希望，不要失去信念，愿我们的青少年都能够有一个良好的环境和美好的心。最后，朋友已经约我去二刷啦哈哈～	214
TT Ting	你保护世界，我保护你！超级好看！剧情人物演的太好了！	196
朝阳区妻夫木聪	看完的瞬间竟有些许恍惚，真的泪洒影院，没想到少年的你如此凌厉如此尖锐，就像一把刀子，狠狠插在这个社会被欢笑和天真遮盖的阴暗面上。陈念和小北是两只没有脚的鸟，惺惺相惜，只能不停飞翔，无奈只能不断下坠不断跌入深圳。光明和黑暗一线之隔，分道扬镳却殊途同归，两人给彼此的耳光，是一种孤注一掷的最后温柔。陈念的多次诘问，是对所有观众和整个社会的重重拷问，它把这个社会深层淌血流脓的地方扒开来展现给所有人，压抑，紧迫，让人大喘气却又紧紧牵动着所有人。一个看似光明的结局外加结尾的“和谐”段落自然有妥协之嫌，但也可以理解。周冬雨发挥出色，四字弟弟表现惊艳，对高考的展现如此写实如此有代入感，有几场戏真的想要给五星了。说是今年目前院线华语最佳不为过。	138
维城乱马	“人生总是这么痛苦吗？还是只有少年时是这样？”“一直如此。成年人的生活里没有容易二字。而且，人生和电影不同，人生……辛苦多了。”	104
	真的太喜欢小北了	177
文小侠	浪费钱，果然不能看TF的东西	33
江上	我们的现实生活太多这种现象了，无论是小地方，还是大城市，只要人口集中，只要有性格各异，就会有碰撞，有争执，但是，这样的青春，很痛，不是每个陈念都有一个小北，不是所有的痛苦都迎来光明，但是，人不可以没有信念。之前就特别期待这个电影给我们传达的信念，以及期待这个大班底带来的视觉享受，期待不一样的青春演绎。整个电影制作团队真的很不错了。	198
萨库拉	一片沦为易烊千玺粉，不拿金像奖最佳新演员说不过去。每个为高考制度献祭了青春的人都可以哭掉一包纸巾。都说做电影是个减分的过程，那身为编剧最幸福的事，就是看到演员、摄影、音乐、剪辑、导演，每一个人都在为剧本加分。尤其是曾国祥，对内地的观察和把握足以让绝大多数内地导演汗颜，真心佩服。	94
我看你要吃粑粑	不愧是金马班底，小黄鸭姐姐真的有灵气，演的特别好。四字弟弟很惊艳。	178
😄	超级好看，没想到会这么触动我的心，看完了很有感触，这是一部很有深意的电影，很值得大家好好去看看	200
little bai	什么是善什么是恶什么又是正义这世界真的非黑即白么当“好人有好报菩萨保佑”这句话说出来的时候还真是讽刺一希望这世界生活在阴沟里的人都能够看到希望主创用心了泪点密集居然还有笑点	188
清寂	讲述校园暴力时间，比较好奇。拍的超级棒。👍👍👍👍👍	181
圈圈	刚走出电影院，影评让我缓缓…太真实了，只能说剧组牛逼。	179
刘小黛	“我们生活在阴沟里，但有人依然在仰望星空。”这种题材能上映非常不容易，能看得出剪辑上的割裂，但是剧本完成度很高。韩国有《熔炉》《素媛》现实题材类型片，现在得见《少年的你》。非常可贵的是对学校细节的真实还原，这个世界没有未成年和成年，只有好人和坏人差别。校园霸凌根源都在家庭教育的失败，而不是贫富悬殊表象。易烊千玺演技让人惊喜，终于认清楚了这个少年的脸。结尾致敬了是枝裕和《第三度嫌疑人》，承转有些牵强。彩蛋有防欺凌宣传片，口号无用，但整体有教育意义，社会漩涡会将善良的人逼至绝境，“为什么她们都在欺负我，你们却不做些什么？”映射旁观者冷漠。期待看到完整版。	115
翻滚吧！蛋堡	无论是曾国祥还是周冬雨易烊千玺都太让人意外了，这才算真正称得上“残酷青春”几个字。遗憾的是为了过审把两人结局处理得过分拧巴，但即便这样也已经足够尖锐有力了。片尾特别感谢又是大泪点，给所有夜晚出生的小孩，愿你们都能不再害怕明天。	109
吃瓜	想看千玺	59
德卡的羊	86/100，这是部勇敢的作品。大量的不稳定手持与浅焦便已勾勒出这个破败的世界。纵使某张无形的大手让动作戏支离破碎，但我反而从那份不完整中窥见了生猛的意志。她是夹缝中向阳的雏菊，他是沟壑里滚烫的鲜血。反复特写的面孔！面孔！灰暗的瞳孔里满是质问！反射局部的伤痕，他们是少年，他们。	149
不爱吃鱼的猫	去影院看的看的时候就觉得神似白夜行设定回家后才知道“融梗”？！不甘心跑去看了原著小说感觉恶心炸了之前甄嬛传抄袭什么的没感觉现在轮到自己喜欢的作者被抄袭才感同身受白瞎了这么好看的电影白瞎了这么好的演员制作团队不管后期做的如何优秀但是原点错了一切就都是坨屎！呸	48
来一斤栗子	从开拍就一直期待的电影	171
子卉哈哈	好看！！！	188
外焦里嫩	这才是青春片该有的样子。	172
你温柔的爸爸说	真的很厉害，两个人真的很厉害，电影里他们从头哭到尾，我也跟着从头哭到尾，演技配乐，无愧于这么久都等待，好片子不会被埋没。	145
雨	你保护世界，我保护你	183
张大水	印象最深还是三段平行剪辑，一是誓师会与要钱，交代两个人命运的反差。二是开始高考与发现尸体，推动人物和剧情，三是审案小黑屋，刻画两个人的感情，以及两个人共同对大世界的抵抗。可能是在重庆拍的原因，让我特别有代入感，滴着雨的黄绿雨棚，摆在书桌上盖过头的书，黄桷树的堡坎，都可以让我瞬间会到那个时候。也让我想起了之前混社会被杀掉的初中同桌，以及高中一个被霸凌的男生最后退学，几个当事人照样考上好大学的事。最让我惊叹的还是导演是如何这么了解大陆青春的，从誓师会到考完搬桌这些细节。其实从《七月与安生》就有这样的疑问。而且连娄烨都带不动的马思纯都能带着拿影后，对演员的调教能力真的太棒，几个配角的演出都很精彩。毕竟是从《维多利亚一号》就开始爱的人。	80
春城无处不飞花	刚看完，冬雨妹子一如既往演技在线，千玺弟弟真的超出预料。剧情也很紧凑，值得一看。吃完饭上班啦，会推荐朋友们去看。	161
层林尽染	不是一般意义上的青春片，一定要看系列。好的团队好的演员真的能深刻的讲解一个故事，哪怕不是阳春白雪的，不是情情爱爱的，可谁又说青春片必须一个调调呢！易烊千玺的演技真的颠覆我的想象，太好了，很难相信这是未经过专业院校系统学习17岁孩子的水平，那种隐忍张力，爆发力都向一张拉满弦的弓，有的放矢的力量啊。经此，易烊千玺完全踏入演员行列，不再只是流量。剧情不透露，真的要看啊，太牛了	182
好大一颗黎	我喜欢一个人，我想给她一个好结局	186
萧湘	互相信任击破囚徒困境。	66
池浅	当家长应该有门槛	149
内陆飞鱼	忍不住给五星，两个有灵气的演员，一个执行力极高的团队，完成了一个极具感染力的故事，来自现实却不落窠臼，压抑，解气，残酷，纯洁，周冬雨在审讯室里那一场戏和《小偷家族》里安藤樱受审一样，让人印象深刻，早就看那个短发、大肚子女警不顺眼，回怼得真好。看多了日本电影里的校园霸凌事件，对这个题材早就免疫，没想到国产片可以拍到这个力度和痛感，把高考阴影笼罩下的校园拍出了监狱般的压抑感，两个无助的少年像两个互相取暖的善良小野兽，社会就是一个大笼子，谁都概莫能外。	81
同志亦凡人中文站	也只有少年才能说出“你守护世界，我守护你”的誓言了。《白夜行》的剧本植入中国高考和校园霸凌的语境，曾国祥对东野圭吾成功实现了拿来主义。为过审改结局，幸好观众都不是傻子…	39
匡匡	“只有你赢了，我才不会输”，“你往前走，我一定在你后面”“你保护世界，我保护你”。害了我两升眼泪。影片的气息比较乱，剪辑台词都有点问题，所有的张力皆来自于两个人，两个特别干净的人。果然，只有痛苦方能理解和救赎痛苦。而一个人长大的标志是：同情。只有一句话可以送给这两个人：我们什么都没有，只有爱。什么东野圭吾啊白夜行，我想到的其实是《狗咬狗》。那时候，冠希老师也是凌厉、狠勇的少年。	55
温柔杀我	抵制抄袭融梗，支持抄袭融梗是对原创作者的霸凌	34
豆瓣用户0910号	非常值的	173
Cicily	这部电影传达的是希望是相信，成长少不了伤痛，但好在前方有光。	167
SY阿大	我以前懵懂无知，不知道放学后那些男生笑嘻嘻堵着不让别人进的教室里，叮铃哐啷的声音是他们在打人踹人的时候撞翻的桌椅。所以，我也算是当年无情围观的人之一吧。不管是少年还是成年，善良都是一种高贵的选择，希望我能一直谨记。周冬雨令人毫无压力地入戏，而小北这个人，除了脸和声音，和易烊千玺真的是完全不一样。	164
又又	两星都给题材本身。全片超过一半的大特写大光圈柔光逆光再加音乐，周冬雨大概哭了八百遍吧，假文艺范儿的视听语言真要人命，让人坐立难安如坐针毡。还有警察那条线也是真奇怪，搞得好像小警察喜欢陈念似的。讲真校园欺凌题材不好拍，拍商业片就觉得假和矫情，要不就一黑到底拍被禁的独立小片或者纪录片什么的。	52
Bachelor	前期压抑是我真真实实的感受的压抑是陈念渴望希望曙光却被眼前欺凌抑制的压抑直到小北的出现剧情推动主故事线微弱的光开始缓缓晕开剧情开始治愈方向再说说导演这部电影的班底是我从开始就无限期待的影中运用的特写简直是大胆又无比的值得不得不说导演真的牛无论是导演的大胆和专业还是主演的表演呈现亦或是所有剧组的辛苦付出无疑都是给电影好评奠定基础男女主的对手戏真的行云流水不拖拉演技无疑易烊千玺的演技真的是我特别特别吃惊的未入学之作领悟力真的太好了周冬雨演技不用过多评判影后就是最好的牌匾不得不说这部影评是我目前看过最好的文艺片之一是二刷三刷都想要再扣细节的作品是每一个青筋暴起每一个嘴角微颤都要细细琢磨的作品	156
变形的文科生	易烊千玺没有演技，但胜在有一双少年老陈的眼睛；周冬雨演戏终于摆脱了太妹劲儿，几场爆发戏拿捏很精准很有力度，纵深上完成了整部戏的节奏。总体而言，因为前期外围因素的折腾造成观影期待太高了，看完反而有点失望。	48
JxiA	中国现在需要更多类似题材的电影跳出来。虽然原著争议性很大，但我仍希望这部电影能给观众带来一点点一丝丝的影响。这个心理是十分矛盾的。虽然认为抄袭融梗应极力反对，但又希望社会能因此更加重视校园暴力。	110
古尔齐亚	剧情和角色充满了回环和转折，却又合乎情理，剧本和细节打磨得很好，曾国祥这部作品是史诗级的，他试图将许多层面的东西叠加一起，易烊千玺的不良少年演技很惊艳	118
宝贝吃可爱多嘛	这电影可以改成少年X的献身了	35
方枪枪	卧槽，看的过程太压抑了，但片子是真的好。社会现实（校园欺凌）+青春故事+犯罪悬疑，类型混搭的很棒，周冬雨演技一如既往地精准稳，易烊千玺这少年也是未来可期。两人最佳男女主提名毫无问题！	75
素木	个人觉得这是我近年来看过的最好的青春片，国内高考和校园霸凌都拍摄的太真实了！导演真的有在认真的探讨校园霸凌问题，也做到了让大家去反思，不做施暴者不做旁观者也不做沉默着，少年不明白的道理，需要大人去正确引导，需要更多的主体去正面去解决。另外，易烊千玺的表现实在让我惊喜，特别是监狱那场戏，情绪真的表现的太好了。还好结局还算美好，希望每个少年都有爱守护，希望每个少年被欺凌时都有人站出来发声，少年的每一天都是betterdsys。	144
撒野	就还挺魔幻的	25
岩井俊七	看完顿时明白为何本片上映之路那么坎坷，这哪里是校园欺凌片，甚至说是青春片都略有偏狭隘的嫌疑，因为它想表现的显然不局限于青春恋情与校园，这份野心明显触怒了某些人，更别说少年两人之间自始至终的直白的性吸引力，张力之强到“伪XX戏”一幕成为了内地电影里罕见的因性而生的催泪的悲剧力量，如此大胆而激烈，如此胸怀大抱负的电影，最后呈现却仿佛是被教育局的宣传片普法片附身，心疼我们的少年，更心疼我们的电影人卑躬屈膝摧眉折腰到何等地步，幸好影迷这些年来都练就了一身好武艺，我们都知道哪些是为“活下去”添附或改变的内容，哪些是电影人真正的意图，终有一天你们会和少年的他们一样，走在阳光下的任何一条你们想走的街巷	91
小Huyen	你保护世界，我们保护你。小北加油!	146
嘿哈	这狗血剧情还有周冬雨这尬批演技服了	26
桃李不言	负分给原著。满分给导演和演员。	27
宁夕	我看完了马上来打分了，真的很好哭，“想活命就闭嘴”，看到后面的时候，我已经在电影院哭的天昏地暗，我现在已经失去了表达能力，反正就是很好哭。生活中不是所有的“陈念”都能碰到“小北”希望，生活中的“陈念”能遇到守护她的那个人。如果再来一次你还会这样做吗，没有如果，而且我不希望有这样的如果借用高考前老师对学生说的一句话天就要亮了，光明就在眼前	145
西普	又名《抄袭的你》，演员可能是在知情的情况下接了这部戏，我还能说什么呢？	28
张茜雅-	校园暴力是罪抄袭也是罪两者是个明白人都会零容忍补充一句：四字牛逼我是说东野圭吾	30
WASTELAND.	双主角演技在线。怎奈少年的你，只爱抄袭。	31
圆首的秘书	无论从手法还是议题上讲，都是一部值得鼓励的作品，但与此同时，电影采用的一些策略也值得商榷。比如说，如此用力地去拍大特写，的确让人在视觉上非常窒息，情感上也很疲劳，如果说不断地流泪还能揭示内心的某种情感变化，这种宣泄的方法是不是也显得过于单一贫乏了呢？更重要的是，这种拍法很容易就让电影陷入失焦的境地，实际情况也确实如此，被霸凌者一个个浮出水面叙说自己的经历，而霸凌的动机依旧付诸阙如，霸凌甚或成为一个次要议题，真正的关注点变成了演员所谓的“演技”。当然，《少年的你》在商业上确实非常成功，走了一条不寻常的路，这种拍法满足甚至超出了大家的期待，但观众同时也失去了某种情感和道德上的选择性，失去了有关复杂社会现象的探讨空间——归根结底，你也不需要探讨，你只要认同就可以了，而这也是商业和审查的“同谋”。	49
伍月龙骁	抄袭令人作呕!	29
BITerSoulRfresh	如果我没看过白夜行和神探伽利略，我会给他四星	28
锐利修蕊	叫嚣喊到最凶的“反霸凌”标题，原是为这部电影预告。联想今年“发声”的事件，对这个某种程度上更靠近真实的“青春”感到骄傲。周冬雨一如既往表现惊艳，减年龄表演对她本人来说算是又攻下一城。易烊千玺拿下新生代最会演戏口碑，这才是我们需要的“偶像演员”。另外那个坏女孩的“恶”也表现的很好，眼神里的狠劲像一个没来由的深渊，无辜吞噬掉这个晚来的“青春残酷物语”。曾国祥绕在青春篇，放大耳鸣是这部电影的振聋发聩。高考后的那段，也让人想到《李米的猜想》里的“没有人关心我们”，“人长大了才学会同情，那些不好的，都忘了”。电影里的欺凌和被欺凌，不是一句“成长”遗忘就能解决的。而这样反成长的青春片，是继《狗十三》之后生猛的萃取，进步是：也只能这样接着活下去。成长不外乎最后无解，绝望所言极是，无力的恶之果推向“未来”。	65
郭痞痞🌈	2019年第248部。我就不再夸电影了作为一个写字的人我知道不借鉴甚至不抄袭纯原创一个好梗会有多辛苦多难电影本身我打10分，但抄袭0分我们在关注校园暴力的同时也请别忘了抄袭也是种暴力	34
南悠一	一部混合了大聪明和小聪明的作品，大聪明是它洞察了时代的真相，小聪明是它连人名都带着玄机生怕别人理解不了。你很难说这样对与不对，它体现了磨剧本是一项考验智慧和工夫的行为，同时它也失去了某种作者个性，曾国祥只是站在台前的那个。	36
海带岛	确实不断脑内白夜行。觉得重点甚至不是欺凌，而是独属少年（大人的对立面）的邪恶与爱。少年之间不知后果之重的冷酷，以及同样不知后果之重的热烈牺牲，这个强度非常极端的世界让大人们的“正义”束手无策。两个人演得太好，配得上奢侈的大特写。可惜硬拗的金句对白在前30分钟让人扶额，后面就渐入佳境了。	29
Flynn	看完极度不适，恶心地想吐。情节牵强，人设奇葩，观影体验极差。	26
文森特九六	空间中死去，声音中窒息，被不断破坏与凝视的躯体和脸庞，肉身同魂灵的残酷分离，一场德莱叶式受难记影像。并非局限于对“霸凌”的控诉，无形之力握住创作者的手，将高考、司法、阶级甩在了一旁，观众的焦点被操纵和局限，电影本身亦经历了一场漫长的折磨。片末的对视叠影迎来命运可能的缓释与回头，但青春一直凶狠，生活一直恶毒，那个语法词汇课上的例句描绘的乐园，我们该如何幻想和憧憬？大概只有些许年少生命的瞬间于地狱里真正仰视触碰到那片天地，在泪中，在雨中，在痛中，在笑中，在相逢中，在告别中，艰难着重生。	111
sjksmamm	拍的不错可是抄袭无耻	22
唐林	原著抄袭+流量担纲，直接一星不谢	32
Athos	演员优秀那是演员的是，这电影再好那也是抄袭，抄袭能不好吗，恭喜少年的你成为东野先生作品改编影视剧的新标杆！！！	18
亲爱的桂花树🌈	太猛了！太猛了！太猛了！四字小朋友太猛了。	95
